domain_concept_id_1,fact_id_1,domain_concept_id_2,fact_id_2,relationship_concept_id
4160040,60186,4129948,90186,4041840
4160040,60187,4129948,90187,4041840
4160040,60188,4129948,90188,4041840
4160040,60189,4129948,90189,4041840
4160040,60190,4129948,90190,4041840
4160040,60191,4129948,90191,4041840
4160040,60192,4129948,90192,4041840
4160040,60193,4129948,90193,4041840
4160040,60194,4129948,90194,4041840
4160040,60195,4129948,90195,4041840
4160040,60196,4129948,90196,4041840
4160040,60197,4129948,90197,4041840
4160040,60198,4129948,90198,4041840
4160040,60199,4129948,90199,4041840
4160040,60200,4129948,90200,4041840
4160040,60201,4129948,90201,4041840
4160040,60202,4129948,90202,4041840
4160040,60203,4129948,90203,4041840
4160040,90204,4129948,60204,4041840
4160040,60205,4129948,90205,4041840
4160040,60206,4129948,90206,4041840
4160040,60207,4129948,90207,4041840
4160040,60208,4129948,90208,4041840
4160040,60209,4129948,90209,4041840
4160040,60210,4129948,90210,4041840
4160040,60211,4129948,90211,4041840
4160040,60212,4129948,90212,4041840
4160040,60213,4129948,90213,4041840
4160040,60214,4129948,90214,4041840
4160040,60215,4129948,90215,4041840
4160040,90216,4129948,60216,4041840
4160040,60217,4129948,90217,4041840
4160040,60218,4129948,90218,4041840
4160040,60219,4129948,90219,4041840
4160040,60220,4129948,90220,4041840
4160040,60221,4129948,90221,4041840
4160040,60222,4129948,90222,4041840
4160040,60223,4129948,90223,4041840
4160040,60224,4129948,90224,4041840
4160040,60225,4129948,90225,4041840
4160040,60226,4129948,90226,4041840
4160040,60227,4129948,90227,4041840
4160040,60228,4129948,90228,4041840
4160040,60229,4129948,90229,4041840
4160040,60230,4129948,90230,4041840
4160040,60231,4129948,90231,4041840
4160040,60232,4129948,90232,4041840
4160040,60233,4129948,90233,4041840
4160040,60234,4129948,90234,4041840
4160040,60235,4129948,90235,4041840
4160040,60236,4129948,90236,4041840
4160040,60237,4129948,90237,4041840
4160040,60238,4129948,90238,4041840
4160040,60239,4129948,90239,4041840
4160040,60240,4129948,90240,4041840
4160040,60241,4129948,90241,4041840
4160040,60242,4129948,90242,4041840
4160040,60243,4129948,90243,4041840
4160040,60244,4129948,90244,4041840
4160040,60245,4129948,90245,4041840
4160040,60246,4129948,90246,4041840
4160040,60247,4129948,90247,4041840
4160040,60248,4129948,90248,4041840
4160040,60249,4129948,90249,4041840
4160040,90250,4129948,60250,4041840
4160040,60251,4129948,90251,4041840
4160040,60252,4129948,90252,4041840
4160040,60253,4129948,90253,4041840
4160040,60254,4129948,90254,4041840
4160040,60255,4129948,90255,4041840
4160040,60256,4129948,90256,4041840
4160040,60257,4129948,90257,4041840
4160040,60258,4129948,90258,4041840
4160040,60259,4129948,90259,4041840
4160040,60260,4129948,90260,4041840
4160040,60261,4129948,90261,4041840
4160040,60262,4129948,90262,4041840
4160040,60263,4129948,90263,4041840
4160040,60264,4129948,90264,4041840
4160040,60265,4129948,90265,4041840
4160040,60266,4129948,90266,4041840
4160040,60267,4129948,90267,4041840
4160040,60268,4129948,90268,4041840
4160040,60269,4129948,90269,4041840
4160040,60270,4129948,90270,4041840
4160040,60271,4129948,90271,4041840
4160040,60272,4129948,90272,4041840
4160040,60273,4129948,90273,4041840
4160040,60274,4129948,90274,4041840
4160040,90275,4129948,60275,4041840
4160040,60276,4129948,90276,4041840
4160040,60277,4129948,90277,4041840
4160040,90278,4129948,60278,4041840
4160040,60279,4129948,90279,4041840
4160040,60280,4129948,90280,4041840
4160040,60281,4129948,90281,4041840
4160040,60282,4129948,90282,4041840
4160040,60283,4129948,90283,4041840
4160040,60284,4129948,90284,4041840
4160040,60285,4129948,90285,4041840
4160040,60286,4129948,90286,4041840
4160040,60287,4129948,90287,4041840
4160040,60288,4129948,90288,4041840
4160040,60289,4129948,90289,4041840
4160040,60290,4129948,90290,4041840
4160040,60291,4129948,90291,4041840
4160040,60292,4129948,90292,4041840
4160040,60293,4129948,90293,4041840
4160040,60294,4129948,90294,4041840
4160040,60295,4129948,90295,4041840
4160040,60296,4129948,90296,4041840
4160040,60297,4129948,90297,4041840
4160040,60298,4129948,90298,4041840
4160040,60299,4129948,90299,4041840
4160040,60300,4129948,90300,4041840
4160040,60301,4129948,90301,4041840
4160040,60302,4129948,90302,4041840
4160040,60303,4129948,90303,4041840
4160040,60304,4129948,90304,4041840
4160040,60305,4129948,90305,4041840
4160040,60306,4129948,90306,4041840
4160040,60307,4129948,90307,4041840
4160040,60308,4129948,90308,4041840
4160040,60309,4129948,90309,4041840
4160040,60310,4129948,90310,4041840
4160040,90311,4129948,60311,4041840
4160040,60312,4129948,90312,4041840
4160040,60313,4129948,90313,4041840
4160040,60314,4129948,90314,4041840
4160040,60315,4129948,90315,4041840
4160040,60316,4129948,90316,4041840
4160040,60317,4129948,90317,4041840
4160040,60318,4129948,90318,4041840
4160040,90319,4129948,60319,4041840
4160040,60320,4129948,90320,4041840
4160040,60321,4129948,90321,4041840
4160040,60322,4129948,90322,4041840
4160040,60323,4129948,90323,4041840
4160040,60324,4129948,90324,4041840
4160040,60325,4129948,90325,4041840
4160040,60326,4129948,90326,4041840
4160040,60327,4129948,90327,4041840
4160040,60328,4129948,90328,4041840
4160040,60329,4129948,90329,4041840
4160040,60330,4129948,90330,4041840
4160040,60331,4129948,90331,4041840
4160040,60332,4129948,90332,4041840
4160040,60333,4129948,90333,4041840
4160040,60334,4129948,90334,4041840
4160040,60335,4129948,90335,4041840
4160040,60336,4129948,90336,4041840
4160040,60337,4129948,90337,4041840
4160040,60338,4129948,90338,4041840
4160040,60339,4129948,90339,4041840
4160040,60340,4129948,90340,4041840
4160040,60341,4129948,90341,4041840
4160040,60342,4129948,90342,4041840
4160040,60343,4129948,90343,4041840
4160040,60344,4129948,90344,4041840
4160040,60345,4129948,90345,4041840
4160040,60346,4129948,90346,4041840
4160040,60347,4129948,90347,4041840
4160040,60348,4129948,90348,4041840
4160040,60349,4129948,90349,4041840
4160040,60350,4129948,90350,4041840
4160040,60351,4129948,90351,4041840
4160040,60352,4129948,90352,4041840
4160040,60353,4129948,90353,4041840
4160040,60354,4129948,90354,4041840
4160040,60355,4129948,90355,4041840
4160040,60356,4129948,90356,4041840
4160040,60357,4129948,90357,4041840
4160040,60358,4129948,90358,4041840
4160040,60359,4129948,90359,4041840
4160040,60360,4129948,90360,4041840
4160040,60361,4129948,90361,4041840
4160040,60362,4129948,90362,4041840
4160040,60363,4129948,90363,4041840
4160040,60364,4129948,90364,4041840
4160040,60365,4129948,90365,4041840
4160040,60366,4129948,90366,4041840
4160040,60367,4129948,90367,4041840
4160040,60368,4129948,90368,4041840
4160040,60369,4129948,90369,4041840
4160040,60370,4129948,90370,4041840
4160040,60371,4129948,90371,4041840
4160040,60372,4129948,90372,4041840
4160040,60373,4129948,90373,4041840
4160040,60374,4129948,90374,4041840
4160040,60375,4129948,90375,4041840
4160040,60376,4129948,90376,4041840
4160040,60377,4129948,90377,4041840
4160040,60378,4129948,90378,4041840
4160040,60379,4129948,90379,4041840
4160040,60380,4129948,90380,4041840
4160040,60381,4129948,90381,4041840
4160040,60382,4129948,90382,4041840
4160040,60383,4129948,90383,4041840
4160040,60384,4129948,90384,4041840
4160040,60385,4129948,90385,4041840
4160040,60386,4129948,90386,4041840
4160040,60387,4129948,90387,4041840
4160040,60388,4129948,90388,4041840
4160040,60389,4129948,90389,4041840
4160040,60390,4129948,90390,4041840
4160040,60391,4129948,90391,4041840
4160040,60392,4129948,90392,4041840
4160040,60393,4129948,90393,4041840
4160040,60394,4129948,90394,4041840
4160040,60395,4129948,90395,4041840
4160040,60396,4129948,90396,4041840
4160040,60397,4129948,90397,4041840
4160040,60398,4129948,90398,4041840
4160040,60399,4129948,90399,4041840
4160040,60400,4129948,90400,4041840
4160040,60401,4129948,90401,4041840
4160040,60402,4129948,90402,4041840
4160040,60403,4129948,90403,4041840
4160040,60404,4129948,90404,4041840
4160040,90405,4129948,60405,4041840
4160040,60406,4129948,90406,4041840
4160040,60407,4129948,90407,4041840
4160040,60408,4129948,90408,4041840
4160040,60409,4129948,90409,4041840
4160040,60410,4129948,90410,4041840
4160040,60411,4129948,90411,4041840
4160040,60412,4129948,90412,4041840
4160040,60413,4129948,90413,4041840
4160040,60414,4129948,90414,4041840
4160040,60415,4129948,90415,4041840
4160040,60416,4129948,90416,4041840
4160040,60417,4129948,90417,4041840
4160040,60418,4129948,90418,4041840
4160040,60419,4129948,90419,4041840
4160040,60420,4129948,90420,4041840
4160040,60421,4129948,90421,4041840
4160040,60422,4129948,90422,4041840
4160040,60423,4129948,90423,4041840
4160040,60424,4129948,90424,4041840
4160040,60425,4129948,90425,4041840
4160040,60426,4129948,90426,4041840
4160040,60427,4129948,90427,4041840
4160040,60428,4129948,90428,4041840
4160040,60429,4129948,90429,4041840
4160040,60430,4129948,90430,4041840
4160040,60431,4129948,90431,4041840
4160040,60432,4129948,90432,4041840
4160040,60433,4129948,90433,4041840
4160040,60434,4129948,90434,4041840
4160040,60435,4129948,90435,4041840
4160040,60436,4129948,90436,4041840
4160040,60437,4129948,90437,4041840
4160040,60438,4129948,90438,4041840
4160040,60439,4129948,90439,4041840
4160040,60440,4129948,90440,4041840
4160040,60441,4129948,90441,4041840
4160040,60442,4129948,90442,4041840
4160040,60443,4129948,90443,4041840
4160040,60444,4129948,90444,4041840
4160040,60445,4129948,90445,4041840
4160040,60446,4129948,90446,4041840
4160040,60447,4129948,90447,4041840
4160040,60448,4129948,90448,4041840
4160040,60449,4129948,90449,4041840
4160040,60450,4129948,90450,4041840
4160040,60451,4129948,90451,4041840
4160040,60452,4129948,90452,4041840
4160040,60453,4129948,90453,4041840
4160040,60454,4129948,90454,4041840
4160040,60455,4129948,90455,4041840
4160040,60456,4129948,90456,4041840
4160040,60457,4129948,90457,4041840
4160040,60458,4129948,90458,4041840
4160040,60459,4129948,90459,4041840
4160040,60460,4129948,90460,4041840
4160040,60461,4129948,90461,4041840
4160040,60462,4129948,90462,4041840
4160040,60463,4129948,90463,4041840
4160040,60464,4129948,90464,4041840
4160040,60465,4129948,90465,4041840
4160040,60466,4129948,90466,4041840
4160040,60467,4129948,90467,4041840
4160040,90468,4129948,60468,4041840
4160040,60469,4129948,90469,4041840
4160040,60470,4129948,90470,4041840
4160040,60471,4129948,90471,4041840
4160040,60472,4129948,90472,4041840
4160040,60473,4129948,90473,4041840
4160040,60474,4129948,90474,4041840
4160040,60475,4129948,90475,4041840
4160040,60476,4129948,90476,4041840
4160040,60477,4129948,90477,4041840
4160040,60478,4129948,90478,4041840
4160040,60479,4129948,90479,4041840
4160040,60480,4129948,90480,4041840
4160040,60481,4129948,90481,4041840
4160040,60482,4129948,90482,4041840
4160040,60483,4129948,90483,4041840
4160040,60484,4129948,90484,4041840
4160040,60485,4129948,90485,4041840
4160040,60486,4129948,90486,4041840
4160040,60487,4129948,90487,4041840
4160040,60488,4129948,90488,4041840
4160040,60489,4129948,90489,4041840
4160040,60490,4129948,90490,4041840
4160040,60491,4129948,90491,4041840
4160040,90492,4129948,60492,4041840
4160040,60493,4129948,90493,4041840
4160040,90494,4129948,60494,4041840
4160040,90495,4129948,60495,4041840
4160040,90496,4129948,60496,4041840
4160040,60497,4129948,90497,4041840
4160040,60498,4129948,90498,4041840
4160040,60499,4129948,90499,4041840
4160040,90500,4129948,60500,4041840
4160040,60501,4129948,90501,4041840
4160040,60502,4129948,90502,4041840
4160040,60503,4129948,90503,4041840
4160040,60504,4129948,90504,4041840
4160040,60505,4129948,90505,4041840
4160040,60506,4129948,90506,4041840
4160040,60507,4129948,90507,4041840
4160040,60508,4129948,90508,4041840
4160040,60509,4129948,90509,4041840
4160040,60510,4129948,90510,4041840
4160040,60511,4129948,90511,4041840
4160040,60512,4129948,90512,4041840
4160040,60513,4129948,90513,4041840
4160040,60514,4129948,90514,4041840
4160040,60515,4129948,90515,4041840
4160040,60516,4129948,90516,4041840
4160040,60517,4129948,90517,4041840
4160040,60518,4129948,90518,4041840
4160040,60519,4129948,90519,4041840
4160040,60520,4129948,90520,4041840
4160040,60521,4129948,90521,4041840
4160040,60522,4129948,90522,4041840
4160040,60523,4129948,90523,4041840
4160040,60524,4129948,90524,4041840
4160040,60525,4129948,90525,4041840
4160040,60526,4129948,90526,4041840
4160040,60527,4129948,90527,4041840
4160040,60528,4129948,90528,4041840
4160040,60529,4129948,90529,4041840
4160040,60530,4129948,90530,4041840
4160040,60531,4129948,90531,4041840
4160040,60532,4129948,90532,4041840
4160040,60533,4129948,90533,4041840
4160040,60534,4129948,90534,4041840
4160040,60535,4129948,90535,4041840
4160040,60536,4129948,90536,4041840
4160040,90537,4129948,60537,4041840
4160040,60538,4129948,90538,4041840
4160040,60539,4129948,90539,4041840
4160040,90540,4129948,60540,4041840
4160040,60541,4129948,90541,4041840
4160040,60542,4129948,90542,4041840
4160040,60543,4129948,90543,4041840
4160040,60544,4129948,90544,4041840
4160040,60545,4129948,90545,4041840
4160040,60546,4129948,90546,4041840
4160040,60547,4129948,90547,4041840
4160040,60548,4129948,90548,4041840
4160040,60549,4129948,90549,4041840
4160040,60550,4129948,90550,4041840
4160040,60551,4129948,90551,4041840
4160040,60552,4129948,90552,4041840
4160040,60553,4129948,90553,4041840
4160040,60554,4129948,90554,4041840
4160040,60555,4129948,90555,4041840
4160040,60556,4129948,90556,4041840
4160040,60557,4129948,90557,4041840
4160040,60558,4129948,90558,4041840
4160040,60559,4129948,90559,4041840
4160040,60560,4129948,90560,4041840
4160040,60561,4129948,90561,4041840
4160040,60562,4129948,90562,4041840
4160040,60563,4129948,90563,4041840
4160040,60564,4129948,90564,4041840
4160040,60565,4129948,90565,4041840
4160040,60566,4129948,90566,4041840
4160040,60567,4129948,90567,4041840
4160040,60568,4129948,90568,4041840
4160040,60569,4129948,90569,4041840
4160040,60570,4129948,90570,4041840
4160040,60571,4129948,90571,4041840
4160040,60572,4129948,90572,4041840
4160040,60573,4129948,90573,4041840
4160040,90574,4129948,60574,4041840
4160040,60575,4129948,90575,4041840
4160040,60576,4129948,90576,4041840
4160040,60577,4129948,90577,4041840
4160040,60578,4129948,90578,4041840
4160040,60579,4129948,90579,4041840
4160040,60580,4129948,90580,4041840
4160040,60581,4129948,90581,4041840
4160040,60582,4129948,90582,4041840
4160040,60583,4129948,90583,4041840
4160040,60584,4129948,90584,4041840
4160040,60585,4129948,90585,4041840
4160040,60586,4129948,90586,4041840
4160040,60587,4129948,90587,4041840
4160040,60588,4129948,90588,4041840
4160040,60589,4129948,90589,4041840
4160040,60590,4129948,90590,4041840
4160040,60591,4129948,90591,4041840
4160040,60592,4129948,90592,4041840
4160040,60593,4129948,90593,4041840
4160040,60594,4129948,90594,4041840
4160040,60595,4129948,90595,4041840
4160040,60596,4129948,90596,4041840
4160040,60597,4129948,90597,4041840
4160040,60598,4129948,90598,4041840
4160040,60599,4129948,90599,4041840
4160040,60600,4129948,90600,4041840
4160040,60601,4129948,90601,4041840
4160040,60602,4129948,90602,4041840
4160040,60603,4129948,90603,4041840
4160040,60604,4129948,90604,4041840
4160040,60605,4129948,90605,4041840
4160040,60606,4129948,90606,4041840
4160040,60607,4129948,90607,4041840
4160040,60608,4129948,90608,4041840
4160040,60609,4129948,90609,4041840
4160040,60610,4129948,90610,4041840
4160040,60611,4129948,90611,4041840
4160040,60612,4129948,90612,4041840
4160040,60613,4129948,90613,4041840
4160040,60614,4129948,90614,4041840
4160040,60615,4129948,90615,4041840
4160040,60616,4129948,90616,4041840
4160040,60617,4129948,90617,4041840
4160040,60618,4129948,90618,4041840
4160040,60619,4129948,90619,4041840
4160040,60620,4129948,90620,4041840
4160040,60621,4129948,90621,4041840
4160040,60622,4129948,90622,4041840
4160040,60623,4129948,90623,4041840
4160040,60624,4129948,90624,4041840
4160040,60625,4129948,90625,4041840
4160040,60626,4129948,90626,4041840
4160040,60627,4129948,90627,4041840
4160040,60628,4129948,90628,4041840
4160040,60629,4129948,90629,4041840
4160040,60630,4129948,90630,4041840
4160040,60631,4129948,90631,4041840
4160040,60632,4129948,90632,4041840
4160040,60633,4129948,90633,4041840
4160040,60634,4129948,90634,4041840
4160040,60635,4129948,90635,4041840
4160040,60636,4129948,90636,4041840
4160040,60637,4129948,90637,4041840
4160040,60638,4129948,90638,4041840
4160040,60639,4129948,90639,4041840
4160040,60640,4129948,90640,4041840
4160040,60641,4129948,90641,4041840
4160040,60642,4129948,90642,4041840
4160040,60643,4129948,90643,4041840
4160040,60644,4129948,90644,4041840
4160040,60645,4129948,90645,4041840
4160040,60646,4129948,90646,4041840
4160040,60647,4129948,90647,4041840
4160040,60648,4129948,90648,4041840
4160040,60649,4129948,90649,4041840
4160040,60650,4129948,90650,4041840
4160040,60651,4129948,90651,4041840
4160040,60652,4129948,90652,4041840
4160040,60653,4129948,90653,4041840
4160040,60654,4129948,90654,4041840
4160040,60655,4129948,90655,4041840
4160040,60656,4129948,90656,4041840
4160040,60657,4129948,90657,4041840
4160040,60658,4129948,90658,4041840
4160040,60659,4129948,90659,4041840
4160040,60660,4129948,90660,4041840
4160040,90661,4129948,60661,4041840
4160040,60662,4129948,90662,4041840
4160040,60663,4129948,90663,4041840
4160040,60664,4129948,90664,4041840
4160040,60665,4129948,90665,4041840
4160040,60666,4129948,90666,4041840
4160040,60667,4129948,90667,4041840
4160040,60668,4129948,90668,4041840
4160040,60669,4129948,90669,4041840
4160040,60670,4129948,90670,4041840
4160040,60671,4129948,90671,4041840
4160040,60672,4129948,90672,4041840
4160040,60673,4129948,90673,4041840
4160040,60674,4129948,90674,4041840
4160040,60675,4129948,90675,4041840
4160040,60676,4129948,90676,4041840
4160040,60677,4129948,90677,4041840
4160040,60678,4129948,90678,4041840
4160040,60679,4129948,90679,4041840
4160040,60680,4129948,90680,4041840
4160040,60681,4129948,90681,4041840
4160040,60682,4129948,90682,4041840
4160040,60683,4129948,90683,4041840
4160040,60684,4129948,90684,4041840
4160040,60685,4129948,90685,4041840
4160040,60686,4129948,90686,4041840
4160040,60687,4129948,90687,4041840
4160040,60688,4129948,90688,4041840
4160040,60689,4129948,90689,4041840
4160040,60690,4129948,90690,4041840
4160040,60691,4129948,90691,4041840
4160040,60692,4129948,90692,4041840
4160040,60693,4129948,90693,4041840
4160040,60694,4129948,90694,4041840
4160040,60695,4129948,90695,4041840
4160040,60696,4129948,90696,4041840
4160040,60697,4129948,90697,4041840
4160040,60698,4129948,90698,4041840
4160040,90699,4129948,60699,4041840
4160040,60700,4129948,90700,4041840
4160040,60701,4129948,90701,4041840
4160040,90702,4129948,60702,4041840
4160040,60703,4129948,90703,4041840
4160040,60704,4129948,90704,4041840
4160040,60705,4129948,90705,4041840
4160040,60706,4129948,90706,4041840
4160040,60707,4129948,90707,4041840
4160040,60708,4129948,90708,4041840
4160040,60709,4129948,90709,4041840
4160040,60710,4129948,90710,4041840
4160040,60711,4129948,90711,4041840
4160040,60712,4129948,90712,4041840
4160040,60713,4129948,90713,4041840
4160040,90714,4129948,60714,4041840
4160040,60715,4129948,90715,4041840
4160040,60716,4129948,90716,4041840
4160040,60717,4129948,90717,4041840
4160040,60718,4129948,90718,4041840
4160040,60719,4129948,90719,4041840
4160040,60720,4129948,90720,4041840
4160040,60721,4129948,90721,4041840
4160040,60722,4129948,90722,4041840
4160040,60723,4129948,90723,4041840
4160040,60724,4129948,90724,4041840
4160040,60725,4129948,90725,4041840
4160040,60726,4129948,90726,4041840
4160040,60727,4129948,90727,4041840
4160040,60728,4129948,90728,4041840
4160040,60729,4129948,90729,4041840
4160040,60730,4129948,90730,4041840
4160040,60731,4129948,90731,4041840
4160040,60732,4129948,90732,4041840
4160040,60733,4129948,90733,4041840
4160040,60734,4129948,90734,4041840
4160040,60735,4129948,90735,4041840
4160040,60736,4129948,90736,4041840
4160040,60737,4129948,90737,4041840
4160040,60738,4129948,90738,4041840
4160040,60739,4129948,90739,4041840
4160040,60740,4129948,90740,4041840
4160040,60741,4129948,90741,4041840
4160040,60742,4129948,90742,4041840
4160040,60743,4129948,90743,4041840
4160040,60744,4129948,90744,4041840
4160040,60745,4129948,90745,4041840
4160040,60746,4129948,90746,4041840
4160040,60747,4129948,90747,4041840
4160040,60748,4129948,90748,4041840
4160040,60749,4129948,90749,4041840
4160040,60750,4129948,90750,4041840
4160040,60751,4129948,90751,4041840
4160040,60752,4129948,90752,4041840
4160040,60753,4129948,90753,4041840
4160040,60754,4129948,90754,4041840
4160040,60755,4129948,90755,4041840
4160040,60756,4129948,90756,4041840
4160040,60757,4129948,90757,4041840
4160040,60758,4129948,90758,4041840
4160040,60759,4129948,90759,4041840
4160040,60760,4129948,90760,4041840
4160040,60761,4129948,90761,4041840
4160040,60762,4129948,90762,4041840
4160040,60763,4129948,90763,4041840
4160040,60764,4129948,90764,4041840
4160040,60765,4129948,90765,4041840
4160040,60766,4129948,90766,4041840
4160040,60767,4129948,90767,4041840
4160040,60768,4129948,90768,4041840
4160040,60769,4129948,90769,4041840
4160040,90770,4129948,60770,4041840
4160040,60771,4129948,90771,4041840
4160040,60772,4129948,90772,4041840
4160040,60773,4129948,90773,4041840
